user_id,pais,moneda,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,descripcion,valor,categoria,fecha,tipo_texto
1,AR,ARS,201958,56,Alta,compra en optica pförtner,833.0,salud,2026-06-23,natural
1,AR,ARS,201958,56,Alta,pago a almacen de barrio,173.0,alimentacion,2026-04-24,natural
1,AR,ARS,201958,56,Alta,pago a chevallier,347.0,transporte,2026-10-15,natural
1,AR,ARS,201958,56,Alta,pago a edersa rio negro,290.0,servicios,2026-12-08,natural
1,AR,ARS,201958,56,Alta,ATM EDET TUCUMAN,300.0,servicios,2026-05-07,cartola
1,AR,ARS,201958,56,Alta,transferencia a ypf,610.0,transporte,2026-06-04,natural
1,AR,ARS,201958,56,Alta,POS TRX UNIVERSIDAD TECNOLOGICA NACIONAL UTN,529.0,educacion,2026-09-30,cartola
1,AR,ARS,201958,56,Alta,TER* CRUNCHYROLL 3266,941.0,streaming,2026-04-14,cartola
1,AR,ARS,201958,56,Alta,SUC. VITAL MAYORISTA,251.0,alimentacion,2026-10-26,cartola
1,AR,ARS,201958,56,Alta,transferencia a movistar arena argentina,223.0,ocio,2026-09-03,natural
1,AR,ARS,201958,56,Alta,compra en solo deportes,325.0,otros,2026-02-08,natural
1,AR,ARS,201958,56,Alta,gasto en club de la birra,197.0,alimentacion,2026-06-19,natural
1,AR,ARS,201958,56,Alta,NF* PEAJE DEBENEDETTI,652.0,transporte,2026-09-04,cartola
1,AR,ARS,201958,56,Alta,NATURGY,413.0,servicios,2026-01-26,cartola
1,AR,ARS,201958,56,Alta,gasto en camuzzi gas pampeana,248.0,servicios,2026-11-02,natural
1,AR,ARS,201958,56,Alta,ARGENPROP,234.0,vivienda,2026-01-13,cartola
1,AR,ARS,201958,56,Alta,compra en uala,226.0,otros,2026-11-12,natural
1,AR,ARS,201958,56,Alta,ARGENPROP,951.0,vivienda,2026-11-09,cartola
1,AR,ARS,201958,56,Alta,AGUAS CORDOBESAS,994.0,servicios,2026-02-05,cartola
1,AR,ARS,201958,56,Alta,compra en vea,322.0,alimentacion,2026-01-20,natural
1,AR,ARS,201958,56,Alta,FERRETERIA EL PROGRESO,4864.0,vivienda,2026-11-17,cartola
1,AR,ARS,201958,56,Alta,transferencia a kentucky pizzeria,248.0,alimentacion,2026-09-21,natural
1,AR,ARS,201958,56,Alta,pago a gas nea,2998.0,servicios,2026-05-22,natural
1,AR,ARS,201958,56,Alta,gasto en omint,423.0,salud,2026-05-23,natural
1,AR,ARS,201958,56,Alta,EASY,241.0,vivienda,2026-12-20,cartola
1,AR,ARS,201958,56,Alta,PINTURERIAS REX,338.0,vivienda,2026-11-18,cartola
1,AR,ARS,201958,56,Alta,LIBRERIA SCHOLASTICA,803.0,educacion,2026-10-15,cartola
1,AR,ARS,201958,56,Alta,FIAMBRERIA EL GALPON,911.0,alimentacion,2026-08-03,cartola
1,AR,ARS,201958,56,Alta,transferencia a tea connection,604.0,alimentacion,2026-12-08,natural
1,AR,ARS,201958,56,Alta,SUC. FERRETERIA EL PUENTE,474.0,vivienda,2026-02-20,cartola
1,AR,ARS,201958,56,Alta,GALENO,643.0,salud,2026-06-02,cartola
1,AR,ARS,201958,56,Alta,MERCADO LIBRE,717.0,otros,2026-07-05,cartola
1,AR,ARS,201958,56,Alta,WEBPAY PROVINCIA NET,212.0,servicios,2026-07-09,cartola
1,AR,ARS,201958,56,Alta,BONAFIDE,368.0,alimentacion,2026-05-05,cartola
1,AR,ARS,201958,56,Alta,compra en aguas bonaerenses,221.0,servicios,2026-05-30,natural
1,AR,ARS,201958,56,Alta,compra en giro cajero banelco,1297.0,otros,2026-11-10,natural
1,AR,ARS,201958,56,Alta,TELECENTRO,507.0,servicios,2026-02-27,cartola
1,AR,ARS,201958,56,Alta,FARMACIAS VANTAGE,3273.0,salud,2026-12-08,cartola
1,AR,ARS,201958,56,Alta,transferencia a peaje dellepiane,406.0,transporte,2026-11-01,natural
1,AR,ARS,201958,56,Alta,transferencia a multiplex cines,1353.0,ocio,2026-06-29,natural
1,AR,ARS,201958,56,Alta,compra en aubasa,1278.0,transporte,2026-06-19,natural
1,AR,ARS,201958,56,Alta,pago a rappi,219.0,alimentacion,2026-09-28,natural
1,AR,ARS,201958,56,Alta,compra en administracion san martin,567.0,vivienda,2026-02-23,natural
1,AR,ARS,201958,56,Alta,ATM STEAM GAMES ARGENTINA,950.0,ocio,2026-04-11,cartola
1,AR,ARS,201958,56,Alta,transferencia a administracion consorcio palermo,1560.0,vivienda,2026-09-21,natural
1,AR,ARS,201958,56,Alta,SODIMAC,315.0,vivienda,2026-02-22,cartola
1,AR,ARS,201958,56,Alta,SUC. CHEVALLIER,199.0,transporte,2026-03-01,cartola
1,AR,ARS,201958,56,Alta,,991.0,transporte,2026-04-18,natural
1,AR,ARS,201958,56,Alta,compra en libreria kel,1324.0,educacion,2026-01-05,natural
1,AR,ARS,201958,56,Alta,PEAJE HUDSON,342.0,transporte,2026-04-13,cartola
1,AR,ARS,201958,56,Alta,POS TRX TELECENTRO,345.0,servicios,2026-09-19,cartola
1,AR,ARS,201958,56,Alta,compra en libreria sbs,2253.0,educacion,2026-12-31,natural
1,AR,ARS,201958,56,Alta,compra en easy,405.0,vivienda,2026-12-16,natural
1,AR,ARS,201958,56,Alta,POS TRX EL CLUB DE LA MILANESA,582.0,alimentacion,2026-02-16,cartola
1,AR,ARS,201958,56,Alta,SUBE,1452.0,transporte,2026-12-21,cartola
1,AR,ARS,201958,56,Alta,gasto en movistar hogar argentina,899.0,servicios,2026-11-07,natural
1,AR,ARS,201958,56,Alta,LITORAL GAS,1061.0,servicios,2026-11-04,cartola
1,AR,ARS,201958,56,Alta,gasto en yaguar,187.0,alimentacion,2026-05-24,natural
1,AR,ARS,201958,56,Alta,compra en galeno,622.0,salud,2026-09-26,natural
1,AR,ARS,201958,56,Alta,pago a epec,950.0,servicios,2026-05-04,natural
1,AR,ARS,201958,56,Alta,pago a claro hogar argentina,207.0,servicios,2026-04-16,natural
1,AR,ARS,201958,56,Alta,EL CUARTITO,154.0,alimentacion,2026-06-07,cartola
1,AR,ARS,201958,56,Alta,EL CLUB DE LA MILANESA,3215.0,alimentacion,2026-05-27,cartola
1,AR,ARS,201958,56,Alta,transferencia a medicus,580.0,salud,2026-05-25,natural
1,AR,ARS,201958,56,Alta,pago mensual de hbo max,241.0,streaming,2026-04-30,natural
1,AR,ARS,201958,56,Alta,compra en edesur,4460.0,servicios,2026-11-15,natural
1,AR,ARS,201958,56,Alta,transferencia a edenor,2686.0,servicios,2026-10-02,natural
1,AR,ARS,201958,56,Alta,gasto en edet tucuman,652.0,servicios,2026-04-02,natural
1,AR,ARS,201958,56,Alta,WEBPAY PARQUE DE LA COSTA,1710.0,ocio,2026-02-27,cartola
1,AR,ARS,201958,56,Alta,NATURGY,167.0,servicios,2026-12-12,cartola
1,AR,ARS,201958,56,Alta,COMPRA WEB EMOVA SUBTE,261.0,transporte,2026-08-17,cartola
1,AR,ARS,201958,56,Alta,gasto en williamsburg,962.0,alimentacion,2026-04-27,natural
1,AR,ARS,201958,56,Alta,gasto en avalian,1497.0,salud,2026-11-14,natural
1,AR,ARS,201958,56,Alta,pago a heisenburger,1549.0,alimentacion,2026-10-06,natural
1,AR,ARS,201958,56,Alta,FEDERACION PATRONAL SEGUROS,414.0,otros,2026-05-07,cartola
1,AR,ARS,201958,56,Alta,PAGO TC PARAMOUNT+ 4114,1746.0,streaming,2026-05-09,cartola
1,AR,ARS,201958,56,Alta,MULTIPLEX CINES,1519.0,ocio,2026-02-27,cartola
1,AR,ARS,201958,56,Alta,pago a sportclub,2190.0,ocio,2026-05-02,natural
1,AR,ARS,201958,56,Alta,gasto en club de la birra,1228.0,alimentacion,2026-01-01,natural
1,AR,ARS,201958,56,Alta,MOVISTAR ARENA ARGENTINA,883.0,ocio,2026-08-27,cartola
